CUADRO=001 | COLUMNA_DESC=B
CUADRO=001 | FILA=8 | PN=PN00001MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO
CUADRO=001 | FILA=39 | PN=PN00025MM | DESC=IV. LIQUIDEZ (=I+II+III) 3/ > 2. Moneda Extranjera > Coeficiente de dolarización
CUADRO=011 | COLUMNA_DESC=B
CUADRO=011 | FILA=8 | PN=PN00105MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO
CUADRO=011 | FILA=10 | PN=PN00106MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO > (Millones de USD)
CUADRO=011 | FILA=11 | PN=PN00107MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO > 1. Activos
CUADRO=011 | FILA=12 | PN=PN00108MM | DESC=I. ACTIVOS EXTERNOS NETOS DE CORTO PLAZO > 2. Pasivos
CUADRO=011 | FILA=15 | PN=PN00109MM | DESC=II. ACTIVOS EXTERNOS NETOS DE LARGO PLAZO
CUADRO=011 | FILA=16 | PN=PN00110MM | DESC=II. ACTIVOS EXTERNOS NETOS DE LARGO PLAZO > (Millones de USD) 2/
CUADRO=011 | FILA=18 | PN=PN00111MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4)
CUADRO=011 | FILA=19 | PN=PN00112MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto)
CUADRO=011 | FILA=20 | PN=PN00113MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto) > a. Gobierno Central
CUADRO=011 | FILA=21 | PN=PN00114MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto) > a. Gobierno Central > - Créditos
CUADRO=011 | FILA=22 | PN=PN00115MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto) > a. Gobierno Central > - Obligaciones
CUADRO=011 | FILA=23 | PN=PN00116MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto) > b. Resto Sector Público 3/
CUADRO=011 | FILA=24 | PN=PN00117MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto) > b. Resto Sector Público 3/ > - Créditos
CUADRO=011 | FILA=25 | PN=PN00118MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 1. Sector Público (neto) > b. Resto Sector Público 3/ > - Obligaciones
CUADRO=011 | FILA=26 | PN=PN00119MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 2. Sector Privado
CUADRO=011 | FILA=27 | PN=PN00120MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias
CUADRO=011 | FILA=28 | PN=PN00121MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP
CUADRO=011 | FILA=29 | PN=PN00122MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > i. Efectivo
CUADRO=011 | FILA=30 | PN=PN00123MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > ii. Depósitos y valores
CUADRO=011 | FILA=31 | PN=PN00124MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > ii. Depósitos y valores > - Depósitos en Moneda Nacional
CUADRO=011 | FILA=32 | PN=PN00125MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > ii. Depósitos y valores > - Depósitos en Moneda Nacional > * Cuenta corriente
CUADRO=011 | FILA=33 | PN=PN00126MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > ii. Depósitos y valores > - Depósitos en Moneda Nacional > * Otros depósitos 4/
CUADRO=011 | FILA=34 | PN=PN00127MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > ii. Depósitos y valores > - Valores del BCRP
CUADRO=011 | FILA=35 | PN=PN00128MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > ii. Depósitos y valores > - Depósitos en Moneda Extranjera
CUADRO=011 | FILA=36 | PN=PN00129MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > a. BCRP > iii. Obligaciones
CUADRO=011 | FILA=37 | PN=PN00130MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > b. Banco de la Nación
CUADRO=011 | FILA=38 | PN=PN00131MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > b. Banco de la Nación > i. Créditos y Depósitos
CUADRO=011 | FILA=39 | PN=PN00132MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 3. Operaciones Interbancarias > b. Banco de la Nación > ii. Obligaciones
CUADRO=011 | FILA=40 | PN=PN00134MM | DESC=III. ACTIVOS INTERNOS NETOS (1+2+3+4) > 4. Otras Cuentas Netas
CUADRO=011 | FILA=42 | PN=PN00135MM | DESC=IV. LIQUIDEZ (I+II+III)
CUADRO=011 | FILA=43 | PN=PN00136MM | DESC=IV. LIQUIDEZ (I+II+III) > 1 En Moneda Nacional
CUADRO=011 | FILA=44 | PN=PN00137MM | DESC=IV. LIQUIDEZ (I+II+III) > 1 En Moneda Nacional > a. Obligaciones a la Vista
CUADRO=011 | FILA=45 | PN=PN00138MM | DESC=IV. LIQUIDEZ (I+II+III) > 1 En Moneda Nacional > b. Obligaciones de Ahorro
CUADRO=011 | FILA=46 | PN=PN00139MM | DESC=IV. LIQUIDEZ (I+II+III) > 1 En Moneda Nacional > c. Obligaciones a Plazo
CUADRO=011 | FILA=47 | PN=PN00140MM | DESC=IV. LIQUIDEZ (I+II+III) > 1 En Moneda Nacional > d. Otros Valores
CUADRO=011 | FILA=48 | PN=PN00141MM | DESC=IV. LIQUIDEZ (I+II+III) > 2. En Moneda Extranjera
CUADRO=011 | FILA=49 | PN=PN00142MM | DESC=IV. LIQUIDEZ (I+II+III) > 2. En Moneda Extranjera > (Millones de USD)
CUADRO=011 | FILA=51 | PN=PN00143MM | DESC=IV. LIQUIDEZ (I+II+III) > 2. En Moneda Extranjera > Coeficiente de dolarización
CUADRO=070 | COLUMNA_DESC=E
CUADRO=070 | FILA=5 | PN=- | DESC=2012
CUADRO=070 | FILA=6 | PN=- | DESC=2012 > Ene.
CUADRO=070 | FILA=8 | PN=- | DESC=339.80242916000026
CUADRO=070 | FILA=9 | PN=- | DESC=252.83350998000006
CUADRO=070 | FILA=10 | PN=- | DESC=0.0025691
CUADRO=070 | FILA=11 | PN=- | DESC=73.13367735000001
CUADRO=070 | FILA=12 | PN=- | DESC=80.62095397999997
CUADRO=070 | FILA=13 | PN=- | DESC=0.62515154
CUADRO=070 | FILA=14 | PN=- | DESC=1.3481158100000001
CUADRO=070 | FILA=15 | PN=- | DESC=26.039194110000007
CUADRO=070 | FILA=16 | PN=- | DESC=36.332518940000014
CUADRO=070 | FILA=17 | PN=- | DESC=0.041627519999999994
CUADRO=070 | FILA=18 | PN=- | DESC=34.68970163000006
CUADRO=070 | FILA=20 | PN=- | DESC=86.96891918000019
CUADRO=070 | FILA=21 | PN=- | DESC=29.47011345
CUADRO=070 | FILA=22 | PN=- | DESC=1.9964619300000002
CUADRO=070 | FILA=23 | PN=- | DESC=4.28167348
CUADRO=070 | FILA=24 | PN=- | DESC=2.0327795900000005
CUADRO=070 | FILA=25 | PN=- | DESC=8.073274190000001
CUADRO=070 | FILA=26 | PN=- | DESC=6.1403111
CUADRO=070 | FILA=27 | PN=- | DESC=34.974305440000194
CUADRO=070 | FILA=29 | PN=- | DESC=373.0633106
CUADRO=070 | FILA=30 | PN=- | DESC=213.84395798
CUADRO=070 | FILA=31 | PN=- | DESC=5.995266200000001
CUADRO=070 | FILA=32 | PN=- | DESC=77.28827894000001
CUADRO=070 | FILA=33 | PN=- | DESC=6.78592614
CUADRO=070 | FILA=34 | PN=- | DESC=69.14988133999998
CUADRO=070 | FILA=36 | PN=- | DESC=2495.9774625560003
CUADRO=070 | FILA=37 | PN=- | DESC=1169.02878891
CUADRO=070 | FILA=38 | PN=- | DESC=625.435883
CUADRO=070 | FILA=39 | PN=- | DESC=275.01447005999995
CUADRO=070 | FILA=40 | PN=- | DESC=95.63880944
CUADRO=070 | FILA=41 | PN=- | DESC=2.67758254
CUADRO=070 | FILA=42 | PN=- | DESC=43.45345801
CUADRO=070 | FILA=43 | PN=- | DESC=84.89865632000001
CUADRO=070 | FILA=44 | PN=- | DESC=33.079971740000005
CUADRO=070 | FILA=45 | PN=- | DESC=0.38501685999999996
CUADRO=070 | FILA=46 | PN=- | DESC=8.444940939999924
CUADRO=070 | FILA=48 | PN=- | DESC=1326.948673646
CUADRO=070 | FILA=49 | PN=- | DESC=898.597628426
CUADRO=070 | FILA=50 | PN=- | DESC=210.70840371999995
CUADRO=070 | FILA=51 | PN=- | DESC=78.19090238000001
CUADRO=070 | FILA=52 | PN=- | DESC=37.58978848
CUADRO=070 | FILA=53 | PN=- | DESC=22.39287516
CUADRO=070 | FILA=54 | PN=- | DESC=15.91356395
CUADRO=070 | FILA=55 | PN=- | DESC=0.01111251
CUADRO=070 | FILA=56 | PN=- | DESC=15.709896320000004
CUADRO=070 | FILA=57 | PN=- | DESC=47.83450270000003
CUADRO=070 | FILA=59 | PN=- | DESC=417.99386656
CUADRO=070 | FILA=60 | PN=- | DESC=291.43904661
CUADRO=070 | FILA=61 | PN=- | DESC=86.73105922
CUADRO=070 | FILA=62 | PN=- | DESC=39.82376073
CUADRO=070 | FILA=64 | PN=- | DESC=395.1860424443064
CUADRO=070 | FILA=65 | PN=- | DESC=161.8948020399999
CUADRO=070 | FILA=66 | PN=- | DESC=35.57210909
CUADRO=070 | FILA=67 | PN=- | DESC=22.840814679999998
CUADRO=070 | FILA=68 | PN=- | DESC=2.9584650500000005
CUADRO=070 | FILA=69 | PN=- | DESC=100.5234132199999
CUADRO=070 | FILA=71 | PN=- | DESC=96.41267422
CUADRO=070 | FILA=72 | PN=- | DESC=13.168635380000001
CUADRO=070 | FILA=73 | PN=- | DESC=12.896387059999997
CUADRO=070 | FILA=74 | PN=- | DESC=4.46978116
CUADRO=070 | FILA=75 | PN=- | DESC=65.87787062000001
CUADRO=070 | FILA=77 | PN=- | DESC=41.36916902000001
CUADRO=070 | FILA=78 | PN=- | DESC=11.976950219999997
CUADRO=070 | FILA=79 | PN=- | DESC=5.692865060000001
CUADRO=070 | FILA=80 | PN=- | DESC=23.699353740000006
CUADRO=070 | FILA=82 | PN=- | DESC=11.415926420000005
CUADRO=070 | FILA=83 | PN=- | DESC=16.071242990000002
CUADRO=070 | FILA=84 | PN=- | DESC=4.2903066
CUADRO=070 | FILA=85 | PN=- | DESC=63.7319211543065
CUADRO=070 | FILA=87 | PN=- | DESC=6.560195310000001
CUADRO=070 | FILA=89 | PN=- | DESC=4028.583306630307
CUADRO=103 | COLUMNA_DESC=O
CUADRO=103 | FILA=5 | PN=- | DESC=2014
CUADRO=103 | FILA=8 | PN=- | DESC=1060.9240750899999
CUADRO=103 | FILA=9 | PN=- | DESC=655.53850876
CUADRO=103 | FILA=10 | PN=- | DESC=4.944996939999999
CUADRO=103 | FILA=11 | PN=- | DESC=229.51241137
CUADRO=103 | FILA=12 | PN=- | DESC=56.290969249999996
CUADRO=103 | FILA=13 | PN=- | DESC=15.10504278
CUADRO=103 | FILA=14 | PN=- | DESC=20.70522971
CUADRO=103 | FILA=15 | PN=- | DESC=56.227439059999995
CUADRO=103 | FILA=16 | PN=- | DESC=113.82992263
CUADRO=103 | FILA=17 | PN=- | DESC=1.75726741
CUADRO=103 | FILA=18 | PN=- | DESC=157.16522961000004
CUADRO=103 | FILA=20 | PN=- | DESC=405.38556632999996
CUADRO=103 | FILA=21 | PN=- | DESC=96.74559881000002
CUADRO=103 | FILA=22 | PN=- | DESC=18.614997579999997
CUADRO=103 | FILA=23 | PN=- | DESC=42.99890921999999
CUADRO=103 | FILA=24 | PN=- | DESC=23.31679811
CUADRO=103 | FILA=25 | PN=- | DESC=37.684313489999994
CUADRO=103 | FILA=26 | PN=- | DESC=26.529407199999998
CUADRO=103 | FILA=27 | PN=- | DESC=159.49554191999994
CUADRO=103 | FILA=29 | PN=- | DESC=1034.4991604900001
CUADRO=103 | FILA=30 | PN=- | DESC=528.6595395700001
CUADRO=103 | FILA=31 | PN=- | DESC=53.671058009999996
CUADRO=103 | FILA=32 | PN=- | DESC=159.90793795000002
CUADRO=103 | FILA=33 | PN=- | DESC=48.58686508999999
CUADRO=103 | FILA=34 | PN=- | DESC=243.67375987
CUADRO=103 | FILA=36 | PN=- | DESC=5324.443071174
CUADRO=103 | FILA=37 | PN=- | DESC=2457.4230481100003
CUADRO=103 | FILA=38 | PN=- | DESC=1554.1297696000001
CUADRO=103 | FILA=39 | PN=- | DESC=237.96984626
CUADRO=103 | FILA=40 | PN=- | DESC=261.27271532000003
CUADRO=103 | FILA=41 | PN=- | DESC=8.96943808
CUADRO=103 | FILA=42 | PN=- | DESC=78.7756753
CUADRO=103 | FILA=43 | PN=- | DESC=215.61773655000002
CUADRO=103 | FILA=44 | PN=- | DESC=81.25771347
CUADRO=103 | FILA=45 | PN=- | DESC=1.52586262
CUADRO=103 | FILA=46 | PN=- | DESC=17.9042909100001
CUADRO=103 | FILA=48 | PN=- | DESC=2867.0200230639994
CUADRO=103 | FILA=49 | PN=- | DESC=1640.2762660939998
CUADRO=103 | FILA=50 | PN=- | DESC=447.9479396699999
CUADRO=103 | FILA=51 | PN=- | DESC=157.89380502
CUADRO=103 | FILA=52 | PN=- | DESC=126.94357364999999
CUADRO=103 | FILA=53 | PN=- | DESC=138.58495515
CUADRO=103 | FILA=54 | PN=- | DESC=51.65773457
CUADRO=103 | FILA=55 | PN=- | DESC=10.328642030000001
CUADRO=103 | FILA=56 | PN=- | DESC=37.78669722999999
CUADRO=103 | FILA=57 | PN=- | DESC=255.6004096499994
CUADRO=103 | FILA=59 | PN=- | DESC=1186.92141477
CUADRO=103 | FILA=60 | PN=- | DESC=804.56700844
CUADRO=103 | FILA=61 | PN=- | DESC=268.72293905
CUADRO=103 | FILA=62 | PN=- | DESC=113.63146728000001
CUADRO=103 | FILA=64 | PN=- | DESC=1140.8929339415793
CUADRO=103 | FILA=65 | PN=- | DESC=446.4476032100002
CUADRO=103 | FILA=66 | PN=- | DESC=100.84176433
CUADRO=103 | FILA=67 | PN=- | DESC=62.37015789
CUADRO=103 | FILA=68 | PN=- | DESC=13.137087089999998
CUADRO=103 | FILA=69 | PN=- | DESC=270.09859390000014
CUADRO=103 | FILA=71 | PN=- | DESC=216.95566404000002
CUADRO=103 | FILA=72 | PN=- | DESC=25.93603105
CUADRO=103 | FILA=73 | PN=- | DESC=14.75534649
CUADRO=103 | FILA=74 | PN=- | DESC=17.337111909999997
CUADRO=103 | FILA=75 | PN=- | DESC=158.92717459
CUADRO=103 | FILA=77 | PN=- | DESC=147.45531003
CUADRO=103 | FILA=78 | PN=- | DESC=42.15729415999999
CUADRO=103 | FILA=79 | PN=- | DESC=16.094262240000003
CUADRO=103 | FILA=80 | PN=- | DESC=89.20375363000001
CUADRO=103 | FILA=82 | PN=- | DESC=44.04307116
CUADRO=103 | FILA=83 | PN=- | DESC=57.16767443999996
CUADRO=103 | FILA=84 | PN=- | DESC=18.13486141
CUADRO=103 | FILA=85 | PN=- | DESC=210.68874965157914
CUADRO=103 | FILA=87 | PN=- | DESC=15.894390380000004
CUADRO=103 | FILA=89 | PN=- | DESC=9763.575045845579
